,resultId,raceId,driverId,constructorId,number,grid,position,positionText,positionOrder,points,laps,time,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,statusId,fp1Pos,fp1Laps,fp2Pos,fp2Laps
0,22130,900,3,131,6,3,1,1,1,25.0,57,1:32:58.710,5578710,19,1,1:32.478,206.436,1,6,17,2,31
1,22131,900,825,1,20,4,2,2,2,18.0,57,+26.777,5605487,49,6,1:33.066,205.131,1,8,28,9,34
2,22132,900,18,1,22,10,3,3,3,15.0,57,+30.027,5608737,39,5,1:32.917,205.460,1,2,23,5,33
3,22133,900,4,6,14,5,4,4,4,12.0,57,+35.284,5613994,57,7,1:33.186,204.867,1,1,20,3,28
4,22134,900,822,3,77,15,5,5,5,10.0,57,+47.639,5626349,56,3,1:32.616,206.128,1,3,27,8,38
5,22135,900,807,10,27,7,6,6,6,8.0,57,+50.718,5629428,56,2,1:32.568,206.235,1,11,23,10,33
6,22136,900,8,6,7,11,7,7,7,6.0,57,+57.675,5636385,56,8,1:33.210,204.814,1,9,19,7,32
7,22137,900,818,5,25,6,8,8,8,4.0,57,+1:00.441,5639151,56,10,1:33.691,203.763,1,10,30,11,35
8,22138,900,826,5,26,8,9,9,9,2.0,57,+1:03.585,5642295,35,11,1:33.864,203.387,1,13,27,16,36
9,22139,900,815,10,11,16,10,10,10,1.0,57,+1:25.916,5664626,38,4,1:32.634,206.088,1,12,24,13,36
10,22140,900,16,15,99,13,11,11,11,0.0,56,\N,\N,34,9,1:33.366,204.472,11,15,13,14,36
11,22141,900,821,15,21,20,12,12,12,0.0,56,\N,\N,41,13,1:34.564,201.882,11,14,7,15,26
12,22142,900,820,206,4,17,13,13,13,0.0,55,\N,\N,33,12,1:34.202,202.658,12,17,4,19,29
13,22143,900,824,206,17,18,\N,N,14,0.0,49,\N,\N,55,16,1:35.635,199.621,18,16,6,17,29
14,22144,900,154,208,8,22,\N,R,15,0.0,43,\N,\N,41,15,1:35.281,200.363,132,-1,-1,18,12
15,22145,900,813,208,13,21,\N,R,16,0.0,29,\N,\N,30,14,1:34.766,201.451,132,21,2,-1,-1
16,22146,900,828,207,9,19,\N,R,17,0.0,27,\N,\N,17,18,1:37.332,196.141,51,18,1,20,1
17,22147,900,20,9,1,12,\N,R,18,0.0,3,\N,\N,26,17,1:37.064,196.682,5,7,10,4,41
18,22148,900,1,131,44,1,\N,R,19,0.0,2,\N,\N,2,20,1:49.947,173.636,5,19,1,1,37
19,22149,900,13,3,19,9,\N,R,20,0.0,0,\N,\N,2,19,1:40.287,190.361,4,4,19,12,31
20,22150,900,155,207,10,14,\N,R,21,0.0,0,\N,\N,\N,0,\N,\N,4,20,1,-1,-1
21,22151,900,817,9,3,2,\N,D,22,0.0,57,+24.525,5603235,\N,0,\N,\N,2,5,26,6,38
22,22152,901,1,131,44,1,1,1,1,25.0,56,1:40:25.974,6025974,53,1,1:43.066,193.611,1,1,19,4,32
23,22153,901,3,131,6,3,2,2,2,18.0,56,+17.313,6043287,55,2,1:43.960,191.946,1,3,19,1,30
24,22154,901,20,9,1,2,3,3,3,15.0,56,+24.534,6050508,51,4,1:44.289,191.341,1,7,9,3,30
25,22155,901,4,6,14,4,4,4,4,12.0,56,+35.992,6061966,47,3,1:44.165,191.569,1,11,14,5,29
26,22156,901,807,10,27,7,5,5,5,10.0,56,+47.199,6073173,38,10,1:45.982,188.284,1,8,19,10,34
27,22157,901,18,1,22,10,6,6,6,8.0,56,+1:23.691,6109665,47,11,1:46.039,188.183,1,4,20,8,28
28,22158,901,13,3,19,13,7,7,7,6.0,56,+1:25.076,6111050,44,6,1:44.897,190.232,1,9,23,6,34
29,22159,901,822,3,77,18,8,8,8,4.0,56,+1:25.537,6111511,31,9,1:45.475,189.189,1,10,22,9,35
30,22160,901,825,1,20,8,9,9,9,2.0,55,\N,\N,44,8,1:45.373,189.372,11,5,18,12,20
31,22161,901,826,5,26,11,10,10,10,1.0,55,\N,\N,36,13,1:46.695,187.026,11,14,21,14,32
32,22162,901,154,208,8,15,11,11,11,0.0,55,\N,\N,42,12,1:46.224,187.855,11,22,4,17,14
33,22163,901,8,6,7,6,12,12,12,0.0,55,\N,\N,36,7,1:45.129,189.812,11,2,20,2,30
34,22164,901,155,207,10,20,13,13,13,0.0,55,\N,\N,53,15,1:47.753,185.190,11,19,5,-1,-1
35,22165,901,828,207,9,22,14,14,14,0.0,54,\N,\N,40,14,1:47.500,185.626,12,17,24,20,31
36,22166,901,820,206,4,21,15,15,15,0.0,54,\N,\N,49,18,1:48.249,184.341,12,18,10,18,20
37,22167,901,817,9,3,5,\N,R,16,0.0,49,\N,\N,48,5,1:44.675,190.635,39,12,20,7,29
38,22168,901,821,15,21,12,\N,R,17,0.0,35,\N,\N,27,16,1:47.782,185.140,6,15,23,15,34
39,22169,901,16,15,99,17,\N,R,18,0.0,32,\N,\N,27,17,1:48.040,184.698,10,13,21,13,28
40,22170,901,818,5,25,9,\N,R,19,0.0,18,\N,\N,4,19,1:48.527,183.869,131,6,15,11,33
41,22171,901,824,206,17,19,\N,R,20,0.0,8,\N,\N,4,21,1:51.473,179.010,23,16,18,19,29
42,22172,901,813,208,13,16,\N,R,21,0.0,7,\N,\N,6,20,1:50.929,179.888,5,21,2,-1,-1
43,22173,901,815,10,11,14,\N,W,22,0.0,0,\N,\N,\N,0,\N,\N,54,20,2,16,25
44,22174,902,1,131,44,2,1,1,1,25.0,57,1:39:42.743,5982743,49,2,1:37.108,200.634,1,1,14,1,28
45,22175,902,3,131,6,1,2,2,2,18.0,57,+1.085,5983828,49,1,1:37.020,200.816,1,2,13,2,31
46,22176,902,815,10,11,4,3,3,3,15.0,57,+24.067,6006810,36,7,1:39.320,196.165,1,9,21,10,40
47,22177,902,817,9,3,13,4,4,4,12.0,57,+24.489,6007232,38,4,1:39.269,196.266,1,14,19,4,28
48,22178,902,807,10,27,11,5,5,5,10.0,57,+28.654,6011397,37,3,1:38.785,197.228,1,4,10,13,18
49,22179,902,20,9,1,10,6,6,6,8.0,57,+29.879,6012622,18,6,1:39.312,196.181,1,10,16,7,30
50,22180,902,13,3,19,7,7,7,7,6.0,57,+31.265,6014008,40,5,1:39.272,196.260,1,11,11,5,13
51,22181,902,822,3,77,3,8,8,8,4.0,57,+31.876,6014619,50,13,1:39.762,195.296,1,-1,-1,11,9
52,22182,902,4,6,14,9,9,9,9,2.0,57,+32.595,6015338,53,12,1:39.732,195.355,1,3,17,3,28
53,22183,902,8,6,7,5,10,10,10,1.0,57,+33.462,6016205,35,8,1:39.438,195.933,1,6,12,14,33
54,22184,902,826,5,26,12,11,11,11,0.0,57,+41.342,6024085,12,15,1:40.160,194.520,1,8,24,8,31
55,22185,902,154,208,8,16,12,12,12,0.0,57,+43.143,6025886,39,9,1:39.443,195.923,1,19,24,18,23
56,22186,902,820,206,4,21,13,13,13,0.0,57,+59.909,6042652,48,21,1:41.825,191.340,1,20,20,20,10
57,22187,902,813,208,13,17,14,14,14,0.0,57,+1:02.803,6045546,52,11,1:39.666,195.484,1,16,31,17,25
58,22188,902,155,207,10,18,15,15,15,0.0,57,+1:27.900,6070643,17,18,1:41.246,192.434,1,-1,-1,21,33
59,22189,902,824,206,17,19,16,16,16,0.0,56,\N,\N,44,22,1:42.175,190.684,11,17,20,19,15
60,22190,902,18,1,22,6,17,17,17,0.0,55,\N,\N,37,10,1:39.565,195.683,8,5,16,6,21
61,22191,902,825,1,20,8,\N,R,18,0.0,40,\N,\N,40,14,1:40.108,194.621,8,7,15,9,22
62,22192,902,821,15,21,15,\N,R,19,0.0,39,\N,\N,32,16,1:40.698,193.481,4,-1,-1,16,35
63,22193,902,828,207,9,20,\N,R,20,0.0,33,\N,\N,28,17,1:41.134,192.647,31,22,21,22,30
64,22194,902,818,5,25,14,\N,R,21,0.0,18,\N,\N,16,19,1:41.650,191.669,31,12,26,12,33
65,22195,902,16,15,99,22,\N,R,22,0.0,17,\N,\N,9,20,1:41.791,191.403,4,15,20,15,13
66,22196,903,1,131,44,1,1,1,1,25.0,54,1:33:28.338,5608338,42,2,1:41.196,193.916,1,8,9,1,25
67,22197,903,3,131,6,4,2,2,2,18.0,54,+18.062,5626400,39,1,1:40.402,195.450,1,2,16,3,30
68,22198,903,4,6,14,5,3,3,3,15.0,54,+23.604,5631942,48,4,1:42.081,192.235,1,1,20,2,28
69,22199,903,817,9,3,2,4,4,4,12.0,54,+27.136,5635474,39,3,1:41.473,193.387,1,3,23,4,30
70,22200,903,20,9,1,3,5,5,5,10.0,54,+47.778,5656116,37,5,1:42.169,192.070,1,9,19,5,31
71,22201,903,807,10,27,8,6,6,6,8.0,54,+54.295,5662633,33,10,1:42.624,191.218,1,5,16,11,30
72,22202,903,822,3,77,7,7,7,7,6.0,54,+55.697,5664035,52,11,1:42.660,191.151,1,-1,-1,14,25
73,22203,903,8,6,7,11,8,8,8,4.0,54,+1:16.335,5684673,34,8,1:42.300,191.824,1,22,1,7,25
74,22204,903,815,10,11,16,9,9,9,2.0,54,+1:22.647,5690985,32,6,1:42.228,191.959,1,15,13,15,32
75,22205,903,826,5,26,13,10,10,10,1.0,53,\N,\N,33,17,1:43.337,189.899,11,11,23,10,26
76,22206,903,18,1,22,12,11,11,11,0.0,53,\N,\N,30,18,1:43.375,189.829,11,4,23,8,29
77,22207,903,818,5,25,9,12,12,12,0.0,53,\N,\N,34,14,1:42.896,190.712,11,7,26,13,28
78,22208,903,825,1,20,15,13,13,13,0.0,53,\N,\N,33,12,1:42.701,191.075,11,6,20,12,29
79,22209,903,813,208,13,22,14,14,14,0.0,53,\N,\N,34,15,1:43.067,190.396,11,16,22,18,12
80,22210,903,13,3,19,6,15,15,15,0.0,53,\N,\N,34,9,1:42.379,191.676,11,10,14,6,25
81,22211,903,821,15,21,17,16,16,16,0.0,53,\N,\N,42,7,1:42.257,191.904,11,18,17,16,32
82,22212,903,824,206,17,19,17,17,17,0.0,53,\N,\N,36,21,1:44.825,187.203,11,19,7,19,27
83,22213,903,155,207,10,18,18,18,18,0.0,53,\N,\N,48,16,1:43.323,189.924,11,17,16,21,32
84,22214,903,820,206,4,21,19,19,19,0.0,52,\N,\N,50,13,1:42.875,190.751,12,20,20,20,30
85,22215,903,828,207,9,20,20,20,20,0.0,52,\N,\N,30,19,1:43.620,189.380,12,21,22,22,32
86,22216,903,154,208,8,10,\N,R,21,0.0,28,\N,\N,4,20,1:44.366,188.026,6,12,24,9,36
87,22217,903,16,15,99,14,\N,R,22,0.0,5,\N,\N,2,22,1:58.376,165.773,5,-1,-1,17,30
88,22218,904,1,131,44,1,1,1,1,25.0,66,1:41:05.155,6065155,54,3,1:29.483,187.275,1,1,17,1,33
89,22219,904,3,131,6,2,2,2,2,18.0,66,+0.636,6065791,51,2,1:29.236,187.794,1,5,9,2,36
90,22220,904,817,9,3,3,3,3,3,15.0,66,+49.014,6114169,65,5,1:30.012,186.175,1,3,21,3,38
91,22221,904,20,9,1,15,4,4,4,12.0,66,+1:16.702,6141857,55,1,1:28.918,188.465,1,20,4,-1,-1
92,22222,904,822,3,77,4,5,5,5,10.0,66,+1:19.293,6144448,47,8,1:30.424,185.326,1,-1,-1,14,33
93,22223,904,4,6,14,7,6,6,6,8.0,66,+1:27.743,6152898,55,4,1:29.898,186.411,1,4,23,4,33
94,22224,904,8,6,7,6,7,7,7,6.0,65,\N,\N,53,11,1:30.580,185.007,11,6,19,5,33
95,22225,904,154,208,8,5,8,8,8,4.0,65,\N,\N,47,14,1:31.068,184.016,11,17,21,17,26
96,22226,904,815,10,11,11,9,9,9,2.0,65,\N,\N,39,13,1:30.756,184.648,11,9,18,16,34
97,22227,904,807,10,27,10,10,10,10,1.0,65,\N,\N,42,16,1:31.411,183.325,11,12,17,11,31
98,22228,904,18,1,22,8,11,11,11,0.0,65,\N,\N,43,10,1:30.563,185.042,11,2,26,7,29
99,22229,904,825,1,20,14,12,12,12,0.0,65,\N,\N,43,7,1:30.318,185.544,11,7,27,6,37
100,22230,904,13,3,19,9,13,13,13,0.0,65,\N,\N,55,9,1:30.468,185.236,11,10,13,8,31
101,22231,904,826,5,26,12,14,14,14,0.0,65,\N,\N,59,6,1:30.269,185.645,11,11,24,10,35
102,22232,904,813,208,13,22,15,15,15,0.0,65,\N,\N,39,15,1:31.235,183.679,11,8,34,9,42
103,22233,904,821,15,21,13,16,16,16,0.0,65,\N,\N,55,12,1:30.666,184.832,11,-1,-1,15,24
104,22234,904,16,15,99,16,17,17,17,0.0,65,\N,\N,38,17,1:31.473,183.201,11,15,16,13,33
105,22235,904,824,206,17,18,18,18,18,0.0,64,\N,\N,46,20,1:31.784,182.580,12,16,22,18,26
106,22236,904,820,206,4,17,19,19,19,0.0,64,\N,\N,44,18,1:31.767,182.614,12,19,19,19,28
107,22237,904,828,207,9,19,20,20,20,0.0,64,\N,\N,54,22,1:33.350,179.517,12,22,22,21,39
108,22238,904,155,207,10,20,\N,R,21,0.0,34,\N,\N,25,21,1:33.064,180.069,23,21,22,20,38
109,22239,904,818,5,25,21,\N,R,22,0.0,24,\N,\N,18,19,1:31.781,182.586,43,13,24,12,30
110,22240,905,3,131,6,1,1,1,1,25.0,78,1:49:27.661,6567661,33,4,1:19.425,151.388,1,2,31,20,11
111,22241,905,1,131,44,2,2,2,2,18.0,78,+9.210,6576871,34,3,1:19.361,151.510,1,1,32,2,12
112,22242,905,817,9,3,3,3,3,3,15.0,78,+9.614,6577275,70,2,1:19.252,151.718,1,3,37,9,11
113,22243,905,4,6,14,5,4,4,4,12.0,78,+32.452,6600113,54,5,1:19.727,150.814,1,4,31,1,15
114,22244,905,807,10,27,11,5,5,5,10.0,77,\N,\N,38,9,1:20.767,148.872,11,10,38,7,10
115,22245,905,18,1,22,12,6,6,6,8.0,77,\N,\N,42,12,1:21.047,148.358,11,11,35,8,16
116,22246,905,13,3,19,16,7,7,7,6.0,77,\N,\N,48,6,1:20.314,149.712,11,16,25,11,8
117,22247,905,154,208,8,14,8,8,8,4.0,77,\N,\N,53,11,1:20.979,148.482,11,13,33,16,6
118,22248,905,824,206,17,21,9,9,9,2.0,77,\N,\N,42,16,1:21.254,147.980,11,19,27,18,13
119,22249,905,825,1,20,8,10,10,10,1.0,77,\N,\N,75,8,1:20.657,149.075,11,9,29,10,16
120,22250,905,828,207,9,22,11,11,11,0.0,77,\N,\N,53,10,1:20.911,148.607,11,20,40,21,6
121,22251,905,8,6,7,6,12,12,12,0.0,77,\N,\N,75,1,1:18.479,153.212,11,6,31,22,4
122,22252,905,155,207,10,20,13,13,13,0.0,75,\N,\N,16,19,1:22.425,145.878,12,21,38,17,6
123,22253,905,820,206,4,19,14,14,14,0.0,75,\N,\N,69,7,1:20.579,149.220,13,22,7,19,13
124,22254,905,821,15,21,17,\N,R,15,0.0,59,\N,\N,41,15,1:21.146,148.177,3,12,33,15,8
125,22255,905,822,3,77,13,\N,R,16,0.0,55,\N,\N,50,14,1:21.105,148.252,5,7,31,5,9
126,22256,905,818,5,25,7,\N,R,17,0.0,50,\N,\N,35,13,1:21.083,148.292,5,15,36,4,14
127,22257,905,16,15,99,18,\N,R,18,0.0,23,\N,\N,23,17,1:21.761,147.062,3,17,18,13,8
128,22258,905,826,5,26,9,\N,R,19,0.0,10,\N,\N,8,18,1:22.011,146.614,26,18,37,12,13
129,22259,905,20,9,1,4,\N,R,20,0.0,5,\N,\N,3,20,1:59.505,100.615,101,5,33,3,15
130,22260,905,815,10,11,10,\N,R,21,0.0,0,\N,\N,\N,0,\N,\N,4,8,29,6,9
131,22261,905,813,208,13,15,\N,W,22,0.0,0,\N,\N,\N,0,\N,\N,54,14,38,14,7
132,22262,906,817,9,3,6,1,1,1,25.0,70,1:39:12.830,5952830,68,4,1:18.640,199.638,1,6,26,12,36
133,22263,906,3,131,6,1,2,2,2,18.0,70,+4.236,5957066,33,7,1:18.881,199.028,1,3,32,2,39
134,22264,906,20,9,1,3,3,3,3,15.0,70,+5.247,5958077,48,10,1:19.171,198.299,1,4,28,3,26
135,22265,906,18,1,22,9,4,4,4,12.0,70,+11.755,5964585,64,5,1:18.759,199.337,1,7,33,9,38
136,22266,906,807,10,27,11,5,5,5,10.0,70,+12.843,5965673,64,8,1:18.936,198.890,1,11,30,13,35
137,22267,906,4,6,14,7,6,6,6,8.0,70,+14.869,5967699,64,3,1:18.614,199.704,1,1,21,5,27
138,22268,906,822,3,77,4,7,7,7,6.0,70,+23.578,5976408,52,11,1:19.321,197.924,1,5,20,7,37
139,22269,906,818,5,25,8,8,8,8,4.0,70,+28.026,5980856,56,12,1:19.399,197.730,1,10,14,10,40
140,22270,906,825,1,20,12,9,9,9,2.0,70,+29.254,5982084,56,6,1:18.819,199.185,1,8,31,8,42
141,22271,906,8,6,7,10,10,10,10,1.0,70,+53.678,6006508,68,2,1:18.529,199.921,1,9,15,4,31
142,22272,906,815,10,11,13,11,11,11,0.0,69,\N,\N,63,13,1:19.491,197.501,4,12,22,14,33
143,22273,906,13,3,19,5,12,12,12,0.0,69,\N,\N,58,1,1:18.504,199.984,4,17,7,6,37
144,22274,906,16,15,99,16,13,13,13,0.0,69,\N,\N,66,17,1:20.226,195.692,11,13,24,16,47
145,22275,906,821,15,21,22,14,14,14,0.0,64,\N,\N,51,16,1:20.112,195.970,132,18,15,17,43
146,22276,906,154,208,8,14,\N,R,15,0.0,59,\N,\N,54,14,1:19.650,197.107,65,14,32,11,28
147,22277,906,826,5,26,15,\N,R,16,0.0,47,\N,\N,43,15,1:19.978,196.298,79,15,21,19,9
148,22278,906,1,131,44,2,\N,R,17,0.0,46,\N,\N,24,9,1:18.942,198.875,23,2,25,1,42
149,22279,906,155,207,10,21,\N,R,18,0.0,23,\N,\N,20,19,1:23.130,188.856,22,-1,-1,20,38
150,22280,906,813,208,13,17,\N,R,19,0.0,21,\N,\N,21,18,1:21.514,192.600,131,16,37,15,27
151,22281,906,828,207,9,20,\N,R,20,0.0,7,\N,\N,7,20,1:51.041,141.385,101,21,33,21,13
152,22282,906,820,206,4,18,\N,R,21,0.0,0,\N,\N,\N,0,\N,\N,4,20,26,18,34
153,22283,906,824,206,17,19,\N,R,22,0.0,0,\N,\N,\N,0,\N,\N,4,19,15,22,3
154,22284,907,3,131,6,3,1,1,1,25.0,71,1:27:54.976,5274976,50,6,1:12.598,214.518,1,1,19,2,50
155,22285,907,1,131,44,9,2,2,2,18.0,71,+1.932,5276908,41,2,1:12.217,215.650,1,2,32,1,37
156,22286,907,822,3,77,2,3,3,3,15.0,71,+8.172,5283148,63,3,1:12.581,214.568,1,8,21,4,44
157,22287,907,13,3,19,1,4,4,4,12.0,71,+17.358,5292334,63,4,1:12.586,214.553,1,4,27,5,39
158,22288,907,4,6,14,4,5,5,5,10.0,71,+18.553,5293529,58,5,1:12.595,214.527,1,3,23,3,40
159,22289,907,815,10,11,15,6,6,6,8.0,71,+28.546,5303522,59,1,1:12.142,215.874,1,6,33,13,36
160,22290,907,825,1,20,6,7,7,7,6.0,71,+32.031,5307007,53,7,1:12.746,214.081,1,9,36,9,45
161,22291,907,817,9,3,5,8,8,8,4.0,71,+43.522,5318498,55,10,1:13.060,213.161,1,13,28,8,36
162,22292,907,807,10,27,10,9,9,9,2.0,71,+44.137,5319113,60,11,1:13.156,212.882,1,7,20,17,39
163,22293,907,8,6,7,8,10,10,10,1.0,71,+47.777,5322753,55,9,1:12.884,213.676,1,11,21,11,45
164,22294,907,18,1,22,11,11,11,11,0.0,71,+50.966,5325942,60,8,1:12.858,213.752,1,5,33,7,44
165,22295,907,813,208,13,13,12,12,12,0.0,70,\N,\N,64,12,1:13.187,212.791,11,17,27,15,30
166,22296,907,16,15,99,16,13,13,13,0.0,70,\N,\N,59,14,1:13.709,211.284,11,21,9,16,42
167,22297,907,154,208,8,22,14,14,14,0.0,70,\N,\N,42,15,1:13.953,210.587,11,16,28,19,46
168,22298,907,824,206,17,18,15,15,15,0.0,69,\N,\N,65,19,1:14.476,209.108,12,18,26,20,36
169,22299,907,155,207,10,19,16,16,16,0.0,69,\N,\N,40,22,1:15.274,206.892,12,20,24,21,24
170,22300,907,820,206,4,21,17,17,17,0.0,69,\N,\N,40,21,1:14.847,208.072,12,19,28,18,43
171,22301,907,828,207,9,20,18,18,18,0.0,69,\N,\N,33,20,1:14.672,208.560,12,22,8,22,48
172,22302,907,821,15,21,17,19,19,19,0.0,69,\N,\N,53,16,1:14.036,210.351,12,14,29,14,42
173,22303,907,818,5,25,14,\N,R,20,0.0,59,\N,\N,55,13,1:13.317,212.414,23,10,30,10,39
174,22304,907,20,9,1,12,\N,R,21,0.0,34,\N,\N,30,17,1:14.254,209.734,10,15,25,6,39
175,22305,907,826,5,26,7,\N,R,22,0.0,24,\N,\N,23,18,1:14.332,209.514,22,12,35,12,45
176,22306,908,1,131,44,6,1,1,1,25.0,52,2:26:52.094,8812094,26,1,1:37.176,218.239,1,2,22,1,14
177,22307,908,822,3,77,14,2,2,2,18.0,52,+30.135,8842229,34,4,1:38.264,215.822,1,-1,-1,6,33
178,22308,908,817,9,3,8,3,3,3,15.0,52,+46.495,8858589,34,7,1:38.459,215.395,1,4,21,4,11
179,22309,908,18,1,22,3,4,4,4,12.0,52,+47.390,8859484,52,5,1:38.284,215.778,1,7,25,7,34
180,22310,908,20,9,1,2,5,5,5,10.0,52,+53.864,8865958,52,2,1:37.481,217.556,1,6,20,5,27
181,22311,908,4,6,14,16,6,6,6,8.0,52,+59.946,8872040,52,8,1:38.587,215.115,1,3,23,3,32
182,22312,908,825,1,20,5,7,7,7,6.0,52,+1:02.563,8874657,32,10,1:38.677,214.919,1,10,30,8,35
183,22313,908,807,10,27,4,8,8,8,4.0,52,+1:28.692,8900786,52,9,1:38.625,215.032,1,-1,-1,17,27
184,22314,908,826,5,26,9,9,9,9,2.0,52,+1:29.340,8901434,45,6,1:38.407,215.509,1,8,29,12,31
185,22315,908,818,5,25,10,10,10,10,1.0,51,\N,\N,44,13,1:39.261,213.654,11,9,25,10,26
186,22316,908,815,10,11,7,11,11,11,0.0,51,\N,\N,41,11,1:38.716,214.834,11,11,22,16,37
187,22317,908,154,208,8,11,12,12,12,0.0,51,\N,\N,48,12,1:38.919,214.393,11,12,21,15,33
188,22318,908,16,15,99,13,13,13,13,0.0,51,\N,\N,34,15,1:40.041,211.989,11,-1,-1,18,25
189,22319,908,824,206,17,12,14,14,14,0.0,51,\N,\N,51,14,1:39.961,212.158,11,16,12,19,11
190,22320,908,155,207,10,22,15,15,15,0.0,50,\N,\N,31,18,1:41.462,209.020,12,-1,-1,20,31
191,22321,908,820,206,4,17,16,16,16,0.0,50,\N,\N,50,17,1:40.399,211.233,12,18,24,21,28
192,22322,908,813,208,13,20,17,17,17,0.0,49,\N,\N,48,16,1:40.314,211.412,13,22,2,14,35
193,22323,908,3,131,6,1,\N,R,18,0.0,28,\N,\N,26,3,1:38.091,216.203,6,1,25,2,35
194,22324,908,828,207,9,21,\N,R,19,0.0,11,\N,\N,7,20,1:44.319,203.295,22,19,19,22,21
195,22325,908,821,15,21,19,\N,R,20,0.0,9,\N,\N,7,19,1:42.566,206.770,4,13,18,13,35
196,22326,908,13,3,19,15,\N,R,21,0.0,0,\N,\N,\N,0,\N,\N,4,17,7,11,29
197,22327,908,8,6,7,18,\N,R,22,0.0,0,\N,\N,\N,0,\N,\N,4,5,23,9,29
198,22328,909,3,131,6,1,1,1,1,25.0,67,1:33:42.914,5622914,67,6,1:21.298,202.543,1,1,29,2,39
199,22329,909,822,3,77,2,2,2,2,18.0,67,+20.789,5643703,45,9,1:21.494,202.056,1,-1,-1,10,34
200,22330,909,1,131,44,20,3,3,3,15.0,67,+22.530,5645444,53,1,1:19.908,206.066,1,2,25,1,38
201,22331,909,20,9,1,6,4,4,4,12.0,67,+44.014,5666928,39,10,1:21.545,201.930,1,6,28,8,35
202,22332,909,4,6,14,7,5,5,5,10.0,67,+52.467,5675381,57,3,1:20.548,204.429,1,3,21,9,32
203,22333,909,817,9,3,5,6,6,6,8.0,67,+52.549,5675463,53,5,1:20.846,203.676,1,4,27,3,35
204,22334,909,807,10,27,9,7,7,7,6.0,67,+1:04.178,5687092,44,13,1:22.098,200.570,1,13,22,14,32
205,22335,909,18,1,22,11,8,8,8,4.0,67,+1:24.711,5707625,64,8,1:21.346,202.424,1,5,24,7,40
206,22336,909,825,1,20,4,9,9,9,2.0,66,\N,\N,56,2,1:20.224,205.255,11,7,32,5,40
207,22337,909,815,10,11,10,10,10,10,1.0,66,\N,\N,54,4,1:20.752,203.913,11,14,24,13,28
208,22338,909,8,6,7,12,11,11,11,0.0,66,\N,\N,55,7,1:21.338,202.444,11,8,21,4,38
209,22339,909,813,208,13,18,12,12,12,0.0,66,\N,\N,41,15,1:22.305,200.065,11,18,30,16,35
210,22340,909,818,5,25,13,13,13,13,0.0,66,\N,\N,58,11,1:21.876,201.113,11,12,23,15,32
211,22341,909,821,15,21,16,14,14,14,0.0,66,\N,\N,61,12,1:22.008,200.790,11,-1,-1,18,40
212,22342,909,824,206,17,17,15,15,15,0.0,66,\N,\N,57,16,1:22.522,199.539,11,20,24,19,31
213,22343,909,155,207,10,19,16,16,16,0.0,65,\N,\N,50,18,1:22.866,198.711,12,19,31,22,12
214,22344,909,820,206,4,21,17,17,17,0.0,65,\N,\N,50,19,1:23.035,198.306,12,22,22,21,28
215,22345,909,828,207,9,22,18,18,18,0.0,65,\N,\N,49,20,1:23.230,197.842,12,21,35,20,21
216,22346,909,16,15,99,15,\N,R,19,0.0,47,\N,\N,41,17,1:22.529,199.522,23,10,18,11,41
217,22347,909,826,5,26,8,\N,R,20,0.0,44,\N,\N,34,14,1:22.179,200.372,44,9,28,12,27
218,22348,909,154,208,8,14,\N,R,21,0.0,26,\N,\N,26,21,1:24.137,195.709,47,17,20,17,35
219,22349,909,13,3,19,3,\N,R,22,0.0,0,\N,\N,\N,0,\N,\N,4,11,19,6,36
220,22350,910,817,9,3,4,1,1,1,25.0,70,1:53:05.058,6785058,58,2,1:26.608,182.103,1,8,16,7,29
221,22351,910,4,6,14,5,2,2,2,18.0,70,+5.225,6790283,40,5,1:27.419,180.413,1,4,23,4,26
222,22352,910,1,131,44,22,3,3,3,15.0,70,+5.857,6790915,36,4,1:27.380,180.494,1,1,27,1,38
223,22353,910,3,131,6,1,4,4,4,12.0,70,+6.361s,6791419,64,1,1:25.724,183.981,1,2,31,2,38
224,22354,910,13,3,19,6,5,5,5,10.0,70,+29.841,6814899,51,7,1:28.229,178.757,1,10,24,10,18
225,22355,910,8,6,7,16,6,6,6,8.0,70,+31.491,6816549,47,6,1:27.983,179.257,1,3,29,6,30
226,22356,910,20,9,1,2,7,7,7,6.0,70,+40.964,6826022,52,9,1:28.746,177.716,1,5,28,3,33
227,22357,910,822,3,77,3,8,8,8,4.0,70,+41.344,6826402,63,3,1:26.850,181.595,1,15,21,8,37
228,22358,910,818,5,25,8,9,9,9,2.0,70,+58.527,6843585,31,11,1:29.120,176.970,1,7,30,12,37
229,22359,910,18,1,22,7,10,10,10,1.0,70,+1:07.280,6852338,50,13,1:29.156,176.898,1,9,27,9,33
230,22360,910,16,15,99,11,11,11,11,0.0,70,+1:08.169,6853227,41,8,1:28.704,177.800,1,18,23,14,41
231,22361,910,825,1,20,21,12,12,12,0.0,70,+1:18.465,6863523,41,10,1:28.883,177.442,1,6,28,5,34
232,22362,910,813,208,13,20,13,13,13,0.0,70,+1:24.024,6869082,45,12,1:29.128,176.954,1,14,28,16,40
233,22363,910,826,5,26,10,14,14,14,0.0,69,\N,\N,51,14,1:29.401,176.414,11,13,32,11,42
234,22364,910,824,206,17,15,15,15,15,0.0,69,\N,\N,49,16,1:29.883,175.468,11,22,20,20,26
